RGR,FieldTag,Specimen,Date,Island,Locale,Habitat,lat,long,Sex,Mass,notes,lamellae hind internal,lamellae hind external,lamellae front internal,lamellae front external,lamellae counter,lamellae hind internal replicate,lamellae front internal replicate,lamellae counter replicate,ventral scale count,dorsal scale count,SVL,Finger,Toe,Jaw,Head,Radius,Femur,Tibia,Meta,SVL_1,SVL_2,SVL_3,R_finger,L_finger,R_toe,L_toe,r_jaw,l_jaw,head,r_radius,l_radius,r_femur,r_tibia,r_meta,l_femur,l_tibia,l_meta
RGR1016,099,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,M,3.7,,33,,21,,RGR,,,,,,51.48033333,7.689,9.896,13.217,13.541,7.506,11.734,11.672,7.21,51.452,51.619,51.37,7.151,7.689,9.896,,13.132,13.217,13.541,6.75,7.506,11.683,10.297,7.21,11.734,11.672,6.737
RGR1017,100,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,M,4.7,,36,,20,,RGR,,,,,,55.76733333,8.502,11.23,14.818,14.899,6.527,12.727,11.472,8.015,55.486,55.651,56.165,8.262,8.502,10.181,11.23,14.818,14.528,14.899,5.659,6.527,12.727,11.249,7.318,12.522,11.472,8.015
RGR1018,101,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,M,3.1,,34,,19,,RGR,,,,,,47.34133333,7.487,9.737,12.979,13.445,5.692,11.788,10.574,6.956,47.093,47.335,47.596,7.463,7.487,9.737,9.676,12.979,12.806,13.445,5.097,5.692,11.175,10.13,6.956,11.788,10.574,6.675
RGR1019,102,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,M,4.4,,35,,19,,RGR,,,,,,52.522,7.529,10.932,13.524,13.782,6.883,11.981,11.182,6.872,52.291,52.847,52.428,7.529,7.402,9.794,10.932,13.293,13.524,13.782,6.883,6.642,11.981,11.182,6.872,10.672,10.718,6.676
RGR1020,103,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,M,4.6,,31,,21,,RGR,,,,,,51.92633333,7.382,10.221,13.076,13.736,6.546,11.921,10.535,6.721,52.136,51.907,51.736,7.285,7.382,10.221,10.168,12.943,13.076,13.736,6.546,6.108,11.547,10.535,6.129,11.921,10.038,6.721
RGR1021,104,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,M,4.7,,34,,21,,RGR,,,,,,52.182,8.199,10.91,14.204,14.922,7.521,12.535,11.205,7.848,52.157,52.657,51.732,7.648,8.199,10.823,10.91,14.204,13.742,14.922,7.301,7.521,12.535,11.075,7.21,12.435,11.205,7.848
RGR1022,105,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,M,4.9,,36,,18,,RGR,,,,,,51.656,7.576,10.645,13.678,14.4,7.607,12.684,11.164,7.486,51.905,51.719,51.344,7.576,7.116,10.645,9.921,13.678,13.466,14.4,7.488,7.607,12.263,11.023,7.09,12.684,11.164,7.486
RGR1023,106,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,M,2.7,,33,,20,,RGR,,,,,,44.61066667,6.615,9.369,11.926,12.711,6.903,11.005,10.035,6.636,44.787,44.529,44.516,6.302,6.615,8.612,9.369,11.902,11.926,12.711,6.651,6.903,11.002,9.659,6.493,11.005,10.035,6.636
RGR1024,107,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,M,2.8,,31,,19,,RGR,,,,,,50.92433333,7.003,9.982,13.644,14.214,7.565,11.503,10.852,7.144,50.979,51.017,50.777,7.003,6.064,9.947,9.982,13.644,13.269,14.214,7.366,7.565,11.288,10.313,6.586,11.503,10.852,7.144
RGR1025,108,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,M,4.3,,36,,21,,RGR,,,,,,52.22033333,8.698,10.557,13.607,14.528,6.657,11.454,10.58,7.293,52.104,52.3,52.257,8.698,7.295,10.557,10.5,13.411,13.607,14.528,6.657,4.974,11.454,10.462,7.293,11.28,10.58,7.208
RGR1026,109,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,M,2.5,,32,,21,,RGR,,,,,,47.165,7.223,10.403,12.173,12.753,6.182,10.65,10.314,7.006,47.331,47.22,46.944,7.003,7.223,9.758,10.403,11.96,12.173,12.753,5.969,6.182,9.741,10.314,6.994,10.65,9.813,7.006
RGR1027,110,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,M,3.5,,30,,20,,RGR,,,,,,50.01766667,7.38,10.234,12.506,13.237,6.314,11.692,10.706,7.346,49.428,49.957,50.668,7.38,6.713,9.452,10.234,12.122,12.506,13.237,6.314,5.831,11.692,10.706,6.693,11.346,10.634,7.346
RGR1028,111,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,M,4.7,,33,,18,,RGR,,,,,,52.15666667,7.498,10.652,13.628,14.269,6.257,12.098,10.739,7.683,52.027,52.459,51.984,6.794,7.498,10.652,10.168,13.503,13.628,14.269,6.257,5.868,12.098,10.669,7.326,11.737,10.739,7.683
RGR1029,112,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,M,3.4,,36,,21,,RGR,,,,,,53.011,7.686,11.285,14.542,14.895,7.498,11.916,11.319,7.13,53.134,52.766,53.133,7.527,7.686,11.285,11.119,14.457,14.542,14.895,6.419,7.498,11.4,11.319,7.13,11.916,11.194,6.732
RGR1030,113,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,M,4.0,,35,,20,,RGR,,,,,,49.044,7.286,10.202,12.523,12.875,6.104,11.47,10.739,7.213,49.17,48.846,49.116,7.286,7.216,9.748,10.202,12.523,12.224,12.875,6.104,5.851,11.47,10.739,7.103,11.052,9.271,7.213
RGR1031,117,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,F,1.4,,31,,16,,RGR,,,,,,37.86866667,5.498,7.635,10.413,10.248,5.495,8.965,8.097,5.464,37.831,37.91,37.865,5.063,5.498,7.324,7.635,10.049,10.413,10.248,5.495,5.424,8.701,8.097,5.464,8.965,7.988,5.261
RGR1032,118,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,F,0.6,juvenile,33,,17,,RGR,,,,,,27.26066667,4.241,6.254,7.965,8.222,4.027,6.905,6.152,4.342,27.564,27.074,27.144,4.241,4.125,6.157,6.254,7.965,7.907,8.222,3.511,4.027,6.775,6.152,3.935,6.905,5.819,4.342
RGR1033,119,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,F,1.5,,31,,17,,RGR,,,,,,37.19133333,5.409,7.409,10.161,10.819,4.887,8.522,8.048,5.295,36.988,37.47,37.116,5.39,5.409,7.338,7.409,9.839,10.161,10.819,4.545,4.887,8.522,7.689,4.946,8.513,8.048,5.295
RGR1034,120,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,F,1.7,,31,,16,,RGR,,,,,,39.729,5.448,7.712,10.898,11.46,5.049,8.743,7.88,5.489,39.746,39.71,39.731,5.151,5.448,7.343,7.712,10.898,10.691,11.46,4.903,5.049,8.743,7.88,5.345,8.702,7.85,5.489
RGR1035,121,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,F,1.4,,31,,18,,RGR,,,,,,36.76866667,5.087,7.879,10.495,11.021,4.846,8.885,8.451,5.367,36.724,36.712,36.87,4.713,5.087,7.53,7.879,10.094,10.495,11.021,4.693,4.846,8.885,7.952,5.033,8.79,8.451,5.367
RGR1036,122,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,F,1.6,,30,,17,,RGR,,,,,,37.11833333,5.167,7.351,10.2,10.932,4.893,8.807,8.042,5.473,37.013,37.03,37.312,5.066,5.167,7.221,7.351,9.876,10.2,10.932,4.893,4.368,8.667,7.676,5.147,8.807,8.042,5.473
RGR1037,123,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,F,2.2,,32,,18,,RGR,,,,,,38.93966667,5.458,7.68,10.483,11.202,5.4,8.846,7.92,5.483,39.141,38.898,38.78,5.458,5.038,7.68,7.505,10.483,10.062,11.202,5.4,5.147,8.846,7.92,5.15,8.833,7.715,5.483
RGR1038,124,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,F,1.6,,33,,18,,RGR,,,,,,37.76766667,6.112,7.968,11.246,11.185,5.273,9.156,8.048,5.44,37.737,37.891,37.675,5.294,6.112,7.968,7.896,11.084,11.246,11.185,4.229,5.273,9.156,7.988,5.364,8.654,8.048,5.44
RGR1039,125,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,F,1.4,,30,,17,,RGR,,,,,,34.89333333,5.104,7.401,9.539,10.383,4.693,8.831,7.546,5.504,35.196,35.025,34.459,5.104,4.94,7.401,5.787,9.491,9.539,10.383,4.693,4.64,8.333,7.446,5.504,8.831,7.546,5.273
RGR1040,126,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,F,1.4,,32,,18,,RGR,,,,,,35.35066667,5.1,7.463,10.166,10.374,5.261,8.366,7.363,5.336,35.475,35.484,35.093,4.879,5.1,7.463,7.445,10.166,9.913,10.374,5.261,4.307,8.366,7.363,5.118,8.204,7.075,5.336
RGR1041,127,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,F,1.6,,32,,17,,RGR,,,,,,36.67733333,4.949,7.325,10.081,10.53,4.886,8.522,8.197,5.486,36.779,36.769,36.484,4.798,4.949,7.325,7.274,10.081,9.699,10.53,4.886,4.581,8.46,7.777,5.486,8.522,8.197,5.482
RGR1042,128,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,F,2.0,,32,,18,,RGR,,,,,,37.812,5.133,7.63,10.178,10.031,4.474,8.925,8.049,5.536,37.816,37.619,38.001,3.707,5.133,7.579,7.63,10.178,9.654,10.031,4.474,4.221,8.925,8.049,5.536,8.924,7.82,5.321
RGR1043,129,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,F,1.9,,30,,17,,RGR,,,,,,38.29333333,5.184,7.236,10.109,10.766,5.622,8.579,8.182,5.315,38.345,38.495,38.04,4.945,5.184,7.236,6.455,10.04,10.109,10.766,5.622,5.47,8.464,8.182,5.315,8.579,7.792,5.285
RGR1044,130,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,F,1.9,,32,,17,,RGR,,,,,,38.28366667,5.677,7.508,10.581,11.101,4.245,8.69,7.91,5.495,38.266,38.547,38.038,5.677,5.131,7.466,7.508,10.581,10.237,11.101,4.102,4.245,8.69,7.91,5.495,8.392,7.546,5.397
RGR1045,131,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,F,1.6,,33,,17,,RGR,,,,,,37.079,5.151,7.79,9.746,10.49,5.188,8.711,7.82,5.643,37.259,37.172,36.806,4.853,5.151,7.503,7.79,9.746,9.717,10.49,4.728,5.188,8.711,7.702,5.246,8.295,7.82,5.643
RGR1046,132,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,F,1.7,,31,,17,,RGR,,,,,,37.74233333,4.829,7.65,10.338,10.976,4.575,8.561,7.997,5.623,37.802,37.632,37.793,4.829,4.549,6.938,7.65,10.338,10.137,10.976,3.934,4.575,8.334,6.924,5.51,8.561,7.997,5.623
RGR1047,133,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,F,1.5,,29,,17,,RGR,,,,,,35.37966667,5.132,7.355,10.099,10.591,4.946,8.492,7.652,5.348,35.476,35.273,35.39,5.125,5.132,7.355,7.229,9.584,10.099,10.591,4.478,4.946,8.492,7.015,5.348,8.292,7.652,5.207
RGR1048,134,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,F,2.0,,32,,17,,RGR,,,,,,38.97933333,5.185,7.718,10.581,11.197,4.568,9.029,8.154,5.92,39.237,38.983,38.718,5.147,5.185,7.67,7.718,10.375,10.581,11.197,4.568,4.5,9.029,8.002,5.92,8.779,8.154,5.745
RGR1049,135,N,20151113,CaymanBrac,South Coast Mangroves,mangrove,19.694940,-79.844070,F,1.9,,31,,17,,RGR,,,,,,38.39966667,5.193,7.517,10.581,10.843,4.896,8.579,7.543,5.169,38.431,38.168,38.6,4.879,5.193,7.18,7.517,10.287,10.581,10.843,2.999,4.896,8.579,7.413,5.169,8.368,7.543,5.144
RGR0747,2937766,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,F,1.7,similar mtDNA to Booby Cay,31,8,16,8,Ken Toyama,,,,,,40.63866667,5.79,8.754,12.271,12.499,5.919,9.778,8.609,6.107,40.94,40.37,40.606,5.716,5.79,8.754,8.111,11.918,12.271,12.499,5.919,5.374,9.096,8.609,6.107,9.778,8.474,6.002
RGR0748,2937765,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,M,5.7,,31,7,18,7,Ken Toyama,,,,,,58.39933333,8.89,11.85,16.161,16.314,7.925,12.879,12.485,7.801,58.238,58.189,58.771,8.121,8.89,11.85,8.268,15.819,16.161,16.314,7.925,7.634,12.879,12.482,7.77,11.199,12.485,7.801
RGR0749,2937764,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,F,2.1,,28,7,16,8,Ken Toyama,,,,,,43.28966667,5.903,9.08,10.67,11.497,6.096,9.536,8.485,5.945,43.437,43.24,43.192,5.903,5.746,8.809,9.08,10.67,10.422,11.497,6.096,5.791,9.536,8.328,5.945,9.03,8.485,5.642
RGR0750,2937763,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,F,1.9,,28,7,16,8,Ken Toyama,,,,,,42.07433333,5.494,8.107,11.237,11.989,5.154,9.637,8.31,5.84,42.088,41.851,42.284,5.331,5.494,8.107,7.769,11.13,11.237,11.989,5.154,5,9.637,8.272,5.84,9.267,8.31,4.751
RGR0751,2937762,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,F,2.0,,30,8,17,8,Ken Toyama,,,,,,43.49533333,5.859,8.537,12.329,12.547,5.963,9.802,8.441,5.847,43.888,43.26,43.338,4.831,5.859,8.537,8.044,12.329,11.608,12.547,5.906,5.963,9.508,8.433,5.337,9.802,8.441,5.847
RGR0752,2937761,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,F,2.1,,29,8,16,8,Ken Toyama,,,,,,42.84066667,5.743,8.639,12.012,12.096,6.327,10.058,9.174,6.131,43.131,42.595,42.796,5.731,5.743,7.415,8.639,11.18,12.012,12.096,6.327,6.257,10.058,9.174,6.131,9.949,8.853,5.919
RGR0753,2937760,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,F,1.8,,30,8,16,8,Ken Toyama,,,,,,40.515,4.873,8.472,11.495,12.343,5.645,9.256,8.394,5.642,40.642,40.552,40.351,4.852,4.873,8.472,7.785,10.94,11.495,12.343,5.351,5.645,9.256,7.961,5.211,9.231,8.394,5.642
RGR0754,2937759,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,F,1.8,,27,8,15,8,Ken Toyama,,,,,,43.00133333,5.951,8.752,11.222,12.016,5.251,10.309,8.473,5.783,42.851,43.205,42.948,4.938,5.951,8.259,8.752,11.222,11.115,12.016,5.251,4.59,10,8.466,5.783,10.309,8.473,5.694
RGR0755,2937758,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,F,1.8,,28,8,15,8,Ken Toyama,,,,,,39.85833333,5.866,9.012,11.392,11.737,5.235,9.358,8.05,5.622,39.802,39.862,39.911,5.45,5.866,6.798,9.012,11.392,11.047,11.737,5.235,5.01,8.933,8.03,5.622,9.358,8.05,5.419
RGR0756,2937757,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,F,1.6,,28,7,17,8,Ken Toyama,,,,,,38.852,5.394,9.345,11.2,11.623,5.963,9.715,8.883,6.469,38.983,38.832,38.741,5.143,5.394,8.145,9.345,11.2,10.959,11.623,5.687,5.963,9.715,8.883,6.469,9.601,8.499,5.752
RGR0757,2937756,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,M,4.2,,31,8,19,8,Ken Toyama,,,,,,56.68266667,8.111,11.131,15.474,15.592,8.431,13.165,11.954,7.33,56.861,56.634,56.553,8.111,7.419,10.334,11.131,15.474,15.067,15.592,8,8.431,13.066,11.641,6.827,13.165,11.954,7.33
RGR0758,2937755,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,M,5.1,,31,7,19,8,Ken Toyama,,,,,,59.51933333,9.021,11.157,16.074,16.583,7.92,13.292,12.04,8.006,59.315,59.569,59.674,7.972,9.021,10.732,11.157,16.043,16.074,16.583,7.848,7.92,12.881,12.04,8.006,13.292,11.543,7.576
RGR0759,2937754,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,M,4.2,,29,7,19,8,Ken Toyama,,,,,,52.72433333,8.319,11.238,14.599,15.238,7.538,13.234,11.323,7.41,52.865,52.588,52.72,8.319,8.152,11.238,9.339,14.117,14.599,15.238,7.538,7.018,13.234,11.164,7.41,11.686,11.323,6.854
RGR0760,2937753,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,M,5.0,,32,7,19,7,Ken Toyama,,,,,,56.741,7.471,11.681,15.504,15.923,8.188,12.715,11.011,7.703,56.657,56.843,56.723,7.093,7.471,10.124,11.681,15.504,15.304,15.923,7.811,8.188,12.622,10.926,7.47,12.715,11.011,7.703
RGR0761,2937752,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,M,5.1,,31,8,18,7,Ken Toyama,,,,,,54.95766667,8.644,11.246,15.06,14.729,7.596,13.577,12.471,7.806,54.61,55.14,55.123,8.028,8.644,11.001,11.246,15.06,14.359,14.729,7.43,7.596,12.822,12.04,7.124,13.577,12.471,7.806
RGR0762,2937751,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,M,4.1,,31,7,17,8,Ken Toyama,,,,,,52.632,7.125,10.409,13.97,14,7.436,12.555,11.091,7.257,52.979,52.31,52.607,4.97,7.125,10.409,7.688,13.672,13.97,14,6.702,7.436,12.555,10.703,7.257,12.462,11.091,7.257
RGR0763,2937750,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,M,4.9,,30,7,18,7,Ken Toyama,,,,,,56.16166667,8.537,12.531,14.992,15.443,8.267,13.409,11.743,7.881,55.997,56.253,56.235,8.537,7.512,8.81,12.531,14.951,14.992,15.443,8.267,7.448,13.409,11.743,7.881,13.353,11.737,7.183
RGR0764,2937749,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,M,5.0,,30,8,17,8,Ken Toyama,,,,,,55.17033333,9.006,11.098,14.399,14.467,7.615,13.761,12.947,8.062,55.174,55.036,55.301,9.006,8.333,10.497,11.098,14.399,13.831,14.467,7.615,7.061,13.008,12.947,8.062,13.761,12.852,7.8
RGR0765,2937748,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,M,3.4,,30,7,18,8,Ken Toyama,,,,,,53.852,8.127,11.169,14.834,15.256,7.386,13.03,11.998,7.689,53.761,53.932,53.863,7.903,8.127,10.592,11.169,14.834,14.776,15.256,7.177,7.386,12.616,11.998,7.689,13.03,11.649,6.915
RGR0766,2937747,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,F,2.2,,28,8,16,8,Ken Toyama,,,,,,43.92166667,7.605,9.481,12.513,12.722,6.475,10.428,9.336,6.384,44.168,43.95,43.647,7.605,6.636,8.244,9.481,12.315,12.513,12.722,6.155,6.475,10.428,9.336,6.117,9.53,8.854,6.384
RGR0767,2937746,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,M,4.4,,30,8,18,8,Ken Toyama,,,,,,53.372,7.41,10.462,13.912,13.687,7.961,13.027,12.098,8.103,53.354,53.061,53.701,7.41,7.056,10.462,,13.912,13.341,13.687,6.386,7.961,12.649,12.098,8.103,13.027,11.705,7.722
RGR0768,2937745,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,M,5.9,,30,8,17,8,Ken Toyama,,,,,,58.74233333,7.855,12.38,15.304,14.151,7.731,14.528,12.728,8.33,58.481,58.704,59.042,6.747,7.855,12.38,11.619,15.304,14.621,14.151,7.731,7.731,14.528,12.728,8.33,14.469,12.285,7.615
RGR0769,2937744,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,M,5.4,,32,8,18,9,Ken Toyama,,,,,,58.68966667,9.007,12.307,15.032,15.196,7.836,13.97,12.076,7.736,58.512,58.76,58.797,7.606,9.007,10.445,12.307,15.032,14.887,15.196,7.557,7.836,13.962,12.076,7.736,13.97,11.821,7.599
RGR0770,2937743,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,M,5.5,,28,8,18,8,Ken Toyama,,,,,,57.971,8.873,12.514,15.287,14.811,8.433,13.57,11.907,6.92,58.189,57.46,58.264,8.322,8.873,12.514,,15.287,14.534,14.811,8.433,7.493,13.276,11.899,6.877,13.57,11.907,6.92
RGR0771,2937742,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,M,5.5,,32,8,18,8,Ken Toyama,,,,,,59.162,8.048,11.567,16.306,15.75,8.321,14.094,12.302,7.388,59.111,58.887,59.488,6.173,8.048,10.043,11.567,16.306,16.005,15.75,7.86,8.321,14.094,12.302,7.228,13.393,11.541,7.388
RGR0772,2937741,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,M,5.4,,29,7,17,8,Ken Toyama,,,,,,58.908,9.145,13.036,15.839,15.906,8.035,14.595,12.886,8.486,59.089,58.861,58.774,8.485,9.145,11.338,13.036,15.839,15.259,15.906,8.035,7.966,14.421,12.886,8.486,14.595,12.799,8.159
RGR0773,2937740,Y,,ConceptionIsland,,coastal,23.853177,-75.117229,M,3.5,,33,8,18,8,Ken Toyama,,,,,,51.901,8.1,11.131,14.538,14.88,7.9,13.029,11.352,7.543,52.508,51.548,51.647,7.556,8.1,10.358,11.131,14.131,14.538,14.88,7.9,7.693,12.205,11.096,6.993,13.029,11.352,7.543
RGR0774,2937739,Y,,ConceptionIsland,,coppice,23.810092,-75.113220,F,2.4,,31,8,16,8,Ken Toyama,,,,,,43.42,6.627,9.378,12.308,11.945,5.935,10.209,9.005,6.357,43.309,43.36,43.591,5.991,6.627,8.865,9.378,12.308,12.012,11.945,5.935,5.846,10.209,9.005,6.357,9.602,8.776,6.114
RGR0775,2937738,Y,,ConceptionIsland,,coppice,23.810092,-75.113220,F,2.5,,30,7,17,8,Ken Toyama,,,,,,45.217,6.09,9.399,12.68,13.618,6.249,10.777,9.428,6.819,45.146,45.267,45.238,6.09,5.667,9.235,9.399,12.68,12.542,13.618,5.963,6.249,10.395,9.428,6.682,10.777,9.073,6.819
RGR0776,2937737,Y,,ConceptionIsland,,coppice,23.810092,-75.113220,F,1.3,,30,8,16,9,Ken Toyama,,,,,,36.41866667,4.855,8.215,9.886,10.517,5.367,9.49,7.784,4.909,36.439,36.212,36.605,4.335,4.855,7.889,8.215,9.687,9.886,10.517,5.367,5.251,9.49,7.784,4.906,9.217,7.726,4.909
RGR0777,2937736,Y,,ConceptionIsland,,coppice,23.810092,-75.113220,F,2.4,,30,8,16,8,Ken Toyama,,,,,,44.767,6.7,8.583,12.293,12.956,6.615,10.643,9.139,6.72,44.835,44.623,44.843,6.7,6.222,8.583,,12.293,12,12.956,6.615,6.008,10.643,9.139,6.72,10.53,9.055,6.192
RGR0778,2937735,Y,,ConceptionIsland,,coppice,23.810092,-75.113220,F,2.1,,30,8,16,8,Ken Toyama,,,,,,44.047,6.551,9.033,12.89,13.437,5.649,10.187,9.414,6.055,44.194,44.077,43.87,5.248,6.551,9.033,8.852,12.761,12.89,13.437,4.957,5.649,10.187,9.245,6.055,9.911,9.414,5.971
RGR0779,2937734,Y,,ConceptionIsland,,coppice,23.810092,-75.113220,F,2.2,,32,8,17,8,Ken Toyama,,,,,,44.87266667,6.473,9.158,12.916,13.232,6.102,10.011,8.71,5.816,44.834,45.12,44.664,6.251,6.473,8.913,9.158,12.916,12.725,13.232,5.642,6.102,10.011,8.434,5.816,9.662,8.71,5.478
RGR0780,2937733,Y,,ConceptionIsland,,coppice,23.810092,-75.113220,F,2.4,,29,8,17,8,Ken Toyama,,,,,,44.288,6.506,8.751,11.696,12.045,6.162,10.011,9.206,6.93,44.242,44.508,44.114,6.506,6.252,8.751,8.13,11.696,11.269,12.045,6.162,6.086,10.011,9.206,6.93,9.637,8.96,6.279
RGR0781,2937732,Y,,ConceptionIsland,,coppice,23.810092,-75.113220,F,2.3,,31,8,17,8,Ken Toyama,,,,,,41.26266667,6.349,9.267,11.701,12.04,5.592,10.349,9.175,6.463,41.363,41.182,41.243,6.349,6.123,9.085,9.267,11.282,11.701,12.04,5.592,5.498,10.149,9.175,6.279,10.349,8.914,6.463
RGR0782,2937731,Y,,ConceptionIsland,,coppice,23.810092,-75.113220,F,2.5,,30,8,18,8,Ken Toyama,,,,,,44.93033333,6.622,9.048,11.738,12.709,5.939,10.075,8.828,6.247,44.686,45.194,44.911,5.867,6.622,9.048,7.978,11.738,11.628,12.709,5.939,5.169,8.715,8.828,5.919,10.075,8.534,6.247
RGR0783,2937730,Y,,ConceptionIsland,,coppice,23.810092,-75.113220,F,1.0,,31,8,17,8,Ken Toyama,,,,,,35.48266667,6.582,9.699,10.529,10.643,5.649,9.605,8.134,5.642,35.333,35.703,35.412,6.582,5.646,9.699,6.671,10.466,10.529,10.643,5.649,5.235,9.605,8.134,5.642,9.022,7.722,5.539
RGR0784,2937729,Y,,ConceptionIsland,,coppice,23.810092,-75.113220,F,2.2,,27,8,15,7,Ken Toyama,,,,,,43.39666667,6.695,9.191,11.889,12.181,6.239,10.982,9.342,6.072,43.46,43.356,43.374,6.695,6.671,9.191,8.364,11.889,11.725,12.181,5.935,6.239,9.949,9.269,5.559,10.982,9.342,6.072
RGR0785,2937728,Y,,ConceptionIsland,,coppice,23.810092,-75.113220,F,2.1,,31,8,17,9,Ken Toyama,,,,,,43.766,6.657,8.526,12.371,12.47,6.162,10.616,9.03,6.478,43.729,44.045,43.524,5.827,6.657,7.842,8.526,11.777,12.371,12.47,6.071,6.162,10.616,9.03,6.478,10.196,8.474,6.325
RGR0786,2937727,Y,,ConceptionIsland,,coppice,23.810092,-75.113220,F,1.8,,33,7,17,7,Ken Toyama,,,,,,42.19233333,6.026,8.478,12.058,12.065,6.073,10.734,8.944,6.491,42.387,42.194,41.996,6.026,5.336,8.478,,11.042,12.058,12.065,5.523,6.073,10.734,8.591,5.834,9.778,8.944,6.491
RGR0787,2937726,Y,,ConceptionIsland,,coppice,23.810092,-75.113220,F,1.9,,31,8,17,8,Ken Toyama,,,,,,42.71366667,5.98,9.358,12.508,12.786,6.384,10.302,9.063,5.949,42.767,42.618,42.756,5.945,5.98,9.358,8.981,12.508,12.382,12.786,6.219,6.384,10.302,8.394,5.949,10.274,9.063,5.615
RGR0788,2937725,Y,,ConceptionIsland,,coppice,23.810092,-75.113220,F,1.7,,30,8,16,9,Ken Toyama,,,,,,39.95133333,6.046,8.903,11.316,12.084,5.903,9.991,8.708,5.95,39.721,40.034,40.099,5.776,6.046,8.903,8.083,11.316,11.151,12.084,4.61,5.903,9.991,8.537,5.95,9.834,8.708,5.369
RGR0789,2937724,Y,,ConceptionIsland,,coppice,23.810092,-75.113220,M,5.8,,35,8,18,9,Ken Toyama,,,,,,60.305,9.149,12.804,16.255,16.252,8.723,14.12,12.431,8.439,60.34,60.294,60.281,9.149,9.027,9.261,12.804,16.098,16.255,16.252,8.723,8.081,14.062,12.431,8.439,14.12,12.323,8.348
